symbol,first_obs,last_obs,history_years,n_sessions_in_window,n_traded_in_window,missing_frac,median_turnover_inr,last_price,reasons,eligible,as_of
NATIONALUM.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,2485211238.8930054,56.863746643066406,,True,2022-07-01
NAUKRI.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1978374137.2769165,730.1652221679688,,True,2022-07-01
NBCC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,208215829.34743214,18.355594635009766,illiquid;low_price,False,2022-07-01
NESTLEIND.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,949971097.9736328,850.9176025390625,,True,2022-07-01
NHPC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,174734870.4538498,27.246007919311523,illiquid,False,2022-07-01
NMDC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1494410070.24436,23.811721801757812,,True,2022-07-01
NTPC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1662903330.1182556,124.01936340332031,,True,2022-07-01
NYKAA.NS,2021-11-10,2022-07-01,0.638,161,161,0.0,1144798051.8405762,235.6750030517578,short_history,False,2022-07-01
OBEROIRLTY.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,709675048.2636108,724.7966918945312,,True,2022-07-01
OFSS.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,373468990.7480469,2583.9990234375,,True,2022-07-01
OIL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,293682290.5217285,118.00555419921875,,True,2022-07-01
ONGC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,2443646130.965706,102.08502960205078,,True,2022-07-01
PAGEIND.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,785312287.7285156,39128.8125,,True,2022-07-01
PATANJALI.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,26776481.258148193,342.8453063964844,illiquid,False,2022-07-01
PAYTM.NS,2021-11-18,2022-07-01,0.616,155,155,0.0,2226164988.27063,657.0,short_history,False,2022-07-01
PERSISTENT.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,992135621.513794,1603.2911376953125,,True,2022-07-01
PETRONET.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,487967739.1973877,185.0985107421875,,True,2022-07-01
PFC.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,490525436.539402,68.85346221923828,,True,2022-07-01
PGEL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,27910687.127075195,89.0017318725586,illiquid,False,2022-07-01
PHOENIXLTD.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,190113778.92175293,589.2827758789062,illiquid,False,2022-07-01
PIDILITIND.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,890721742.8640137,1049.8291015625,,True,2022-07-01
PIIND.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,685737563.8234863,2537.146240234375,,True,2022-07-01
PNB.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1622878358.1287708,27.13693618774414,,True,2022-07-01
PNBHOUSING.NS,2016-11-07,2022-07-01,5.645,252,236,0.0635,68926977.03231812,268.2742614746094,illiquid;poor_coverage,False,2022-07-01
POLICYBZR.NS,2021-11-15,2022-07-01,0.624,158,158,0.0,479024091.7449951,588.0499877929688,short_history,False,2022-07-01
POLYCAB.NS,2019-04-16,2022-07-01,3.209,252,251,0.004,733911270.8295898,2132.5810546875,,True,2022-07-01
POWERGRID.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1982901584.7657928,129.59579467773438,,True,2022-07-01
POWERINDIA.NS,2020-03-30,2022-07-01,2.253,252,252,0.0,102366660.15161133,3142.011962890625,short_history;illiquid,False,2022-07-01
PRESTIGE.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,333792129.6552124,384.3966979980469,,True,2022-07-01
RADICO.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,307666331.682251,864.3251953125,,True,2022-07-01
RBLBANK.NS,2016-08-31,2022-07-01,5.832,252,252,0.0,1648375277.0,84.52488708496094,,True,2022-07-01
RECLTD.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,489003956.6404877,70.86040496826172,,True,2022-07-01
RELIANCE.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,14534889263.60431,1090.943359375,,True,2022-07-01
RVNL.NS,2019-04-11,2022-07-01,3.222,252,252,0.0,89027457.90671444,28.57850456237793,illiquid,False,2022-07-01
SAIL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,3886692585.847206,64.8462905883789,,True,2022-07-01
SBICARD.NS,2020-03-16,2022-07-01,2.292,252,252,0.0,1199769982.149414,762.1988525390625,short_history,False,2022-07-01
SBILIFE.NS,2017-10-03,2022-07-01,4.742,252,252,0.0,1425410893.0532837,1091.7073974609375,,True,2022-07-01
SBIN.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,7945649494.295975,433.7143249511719,,True,2022-07-01
SHREECEM.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,900146339.9951172,18848.90234375,,True,2022-07-01
SHRIRAMFIN.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1356213248.1968307,235.44764709472656,,True,2022-07-01
SIEMENS.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,603144314.6411133,1387.427978515625,,True,2022-07-01
SOLARINDS.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,94438894.32250977,2712.00927734375,illiquid,False,2022-07-01
SONACOMS.NS,2021-06-24,2022-07-01,1.018,252,251,0.004,916392271.0,554.6160888671875,short_history,False,2022-07-01
SRF.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1749175555.3952637,2131.498779296875,,True,2022-07-01
SUNPHARMA.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,2381569112.6273804,795.5196533203125,,True,2022-07-01
SUPREMEIND.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,145161947.8045044,1713.457763671875,illiquid,False,2022-07-01
SUZLON.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,307771725.875093,6.197944164276123,low_price,False,2022-07-01
TATACONSUM.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1323101507.256073,695.8510131835938,,True,2022-07-01
TATAELXSI.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1523416264.7145996,7781.40087890625,,True,2022-07-01
TATAPOWER.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,6013107896.25,201.7002410888672,,True,2022-07-01
TATASTEEL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,9813901636.538162,79.3325424194336,,True,2022-07-01
TCS.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,7757721233.371094,2909.887939453125,,True,2022-07-01
TECHM.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,3750782339.449341,857.4639892578125,,True,2022-07-01
TIINDIA.NS,2017-11-02,2022-07-01,4.66,252,252,0.0,172528025.1015625,1755.2864990234375,illiquid,False,2022-07-01
TITAN.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,2702976248.8703613,1914.7076416015625,,True,2022-07-01
TMPV.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,8968538370.103271,402.0655212402344,,True,2022-07-01
TORNTPHARM.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,372315033.4868164,1398.0201416015625,,True,2022-07-01
TRENT.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,654757726.306427,1069.8096923828125,,True,2022-07-01
TVSMOTOR.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,991859689.5309448,846.373046875,,True,2022-07-01
ULTRACEMCO.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,2225744254.3413086,5453.66259765625,,True,2022-07-01
UNIONBANK.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,406764598.74611664,30.549365997314453,,True,2022-07-01
UNITDSPR.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1169285206.7659912,766.4728393554688,,True,2022-07-01
UNOMINDA.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,233081137.98712158,466.6725158691406,illiquid,False,2022-07-01
UPL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1781325491.6999207,612.4942626953125,,True,2022-07-01
VBL.NS,2016-11-08,2022-07-01,5.643,252,252,0.0,417805342.6816635,156.82545471191406,,True,2022-07-01
VEDL.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,3688751854.548126,127.21337127685547,,True,2022-07-01
VOLTAS.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1066767827.5982666,939.7265014648438,,True,2022-07-01
WIPRO.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,3737993235.220764,194.6624755859375,,True,2022-07-01
YESBANK.NS,2015-01-01,2022-07-01,7.496,252,252,0.0,1097648882.7179918,12.649999618530273,low_price,False,2022-07-01
ZYDUSLIFE.NS,2015-01-01,2022-07-01,7.496,252,251,0.004,787723178.3630371,350.2017822265625,,True,2022-07-01
360ONE.NS,2019-09-19,2022-12-30,3.28,252,252,0.0,61228145.86804199,415.99493408203125,illiquid,False,2022-12-30
ABB.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,671586316.5062256,2599.56005859375,,True,2022-12-30
ABCAPITAL.NS,2017-09-01,2022-12-30,5.328,252,252,0.0,367364610.5637741,150.1999969482422,,True,2022-12-30
ADANIENSOL.NS,2015-07-31,2022-12-30,7.417,252,252,0.0,1114549305.9628906,2589.25,,True,2022-12-30
ADANIENT.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3709235612.660034,3851.342529296875,,True,2022-12-30
ADANIGREEN.NS,2018-06-18,2022-12-30,4.534,252,252,0.0,2225410695.6934204,1931.800048828125,,True,2022-12-30
ADANIPORTS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,4012579002.7272034,801.8680419921875,,True,2022-12-30
ADANIPOWER.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1701344456.6243458,59.90999984741211,,True,2022-12-30
ALKEM.NS,2015-12-23,2022-12-30,7.02,252,252,0.0,266720236.39086914,2882.964599609375,,True,2022-12-30
AMBER.NS,2018-01-30,2022-12-30,4.914,252,252,0.0,168081997.43945312,1891.300048828125,illiquid,False,2022-12-30
AMBUJACEM.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,2125010883.4434357,515.0509643554688,,True,2022-12-30
ANGELONE.NS,2020-10-05,2022-12-30,2.234,252,252,0.0,725427244.6266174,122.1667251586914,short_history,False,2022-12-30
APLAPOLLO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,383124451.4934082,1080.803466796875,,True,2022-12-30
APOLLOHOSP.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,2430693765.993042,4429.45263671875,,True,2022-12-30
ASHOKLEY.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1619112316.8300934,65.22626495361328,,True,2022-12-30
ASIANPAINT.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3181647770.538208,2969.478271484375,,True,2022-12-30
ASTRAL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,681420025.350647,1460.7259521484375,,True,2022-12-30
AUBANK.NS,2017-07-11,2022-12-30,5.47,252,252,0.0,1261179861.6940308,651.1211547851562,,True,2022-12-30
AUROPHARMA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,813277094.6113892,432.01544189453125,,True,2022-12-30
AXISBANK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,6595569582.246002,930.5652465820312,,True,2022-12-30
BAJAJ-AUTO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1303710316.8190918,3347.2890625,,True,2022-12-30
BAJAJFINSV.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3961923612.811157,1543.9888916015625,,True,2022-12-30
BAJAJHLDNG.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,272178118.75,5489.81884765625,,True,2022-12-30
BAJFINANCE.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,6968855823.551636,643.5164184570312,,True,2022-12-30
BANDHANBNK.NS,2018-03-27,2022-12-30,4.761,252,252,0.0,2062727601.8052673,226.8371124267578,,True,2022-12-30
BANKBARODA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3307121586.183235,164.26986694335938,,True,2022-12-30
BANKINDIA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,193082950.8706131,78.48455810546875,illiquid,False,2022-12-30
BDL.NS,2018-03-23,2022-12-30,4.772,252,252,0.0,625916829.875,461.0149841308594,,True,2022-12-30
BEL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1547110082.4869614,95.8958969116211,,True,2022-12-30
BHARATFORG.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,916984680.5,859.2657470703125,,True,2022-12-30
BHARTIARTL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,4223419276.6849976,781.5160522460938,,True,2022-12-30
BHEL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1286371489.3340607,78.3983383178711,,True,2022-12-30
BIOCON.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,601572832.2111206,259.3188781738281,,True,2022-12-30
BLUESTARCO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,73942189.55053711,587.0573120117188,illiquid,False,2022-12-30
BOSCHLTD.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,400233917.296875,16295.443359375,,True,2022-12-30
BPCL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1260244413.0,139.17787170410156,,True,2022-12-30
BRITANNIA.NS,2015-01-01,2022-12-30,7.995,252,250,0.0079,1055941439.5004883,4058.756103515625,,True,2022-12-30
BSE.NS,2017-02-03,2022-12-30,5.903,252,252,0.0,654482747.9727402,177.02503967285156,,True,2022-12-30
CAMS.NS,2020-10-05,2022-12-30,2.234,252,252,0.0,317833983.2080078,417.53057861328125,short_history,False,2022-12-30
CANBK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,2237917256.643238,58.3423957824707,,True,2022-12-30
CDSL.NS,2017-06-30,2022-12-30,5.5,252,252,0.0,574864150.6072998,535.6246337890625,,True,2022-12-30
CGPOWER.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,292043224.6582947,267.0140380859375,,True,2022-12-30
CHOLAFIN.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1076686172.3274536,718.2996215820312,,True,2022-12-30
CIPLA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1690653611.1275635,1037.4019775390625,,True,2022-12-30
COALINDIA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1921006012.4134064,177.05722045898438,,True,2022-12-30
COCHINSHIP.NS,2017-08-11,2022-12-30,5.385,252,252,0.0,65140582.47001648,256.2552185058594,illiquid,False,2022-12-30
COFORGE.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1211092974.9499512,742.1812744140625,,True,2022-12-30
COLPAL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,441898957.4613037,1421.1192626953125,,True,2022-12-30
CONCOR.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,757807549.282074,703.076904296875,,True,2022-12-30
CROMPTON.NS,2016-05-13,2022-12-30,6.631,252,252,0.0,550106018.9743958,323.81781005859375,,True,2022-12-30
CUMMINSIND.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,603983798.8657837,1306.4893798828125,,True,2022-12-30
DABUR.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,879055668.130249,535.45849609375,,True,2022-12-30
DALBHARAT.NS,2018-12-21,2022-12-30,4.025,252,252,0.0,328365771.0975952,1832.85888671875,,True,2022-12-30
DELHIVERY.NS,2022-05-24,2022-12-30,0.602,153,153,0.0,306001285.5,331.45001220703125,short_history,False,2022-12-30
DIVISLAB.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1575357330.5354004,3336.1962890625,,True,2022-12-30
DIXON.NS,2017-09-18,2022-12-30,5.281,252,252,0.0,997270724.3664551,3899.054931640625,,True,2022-12-30
DLF.NS,2015-01-01,2022-12-30,7.995,252,250,0.0079,1771435209.6641693,362.7091369628906,,True,2022-12-30
DMART.NS,2017-03-21,2022-12-30,5.777,252,252,0.0,1379532104.744873,4068.75,,True,2022-12-30
DRREDDY.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1594032324.256897,825.4797973632812,,True,2022-12-30
EICHERMOT.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1919723869.14917,3084.805419921875,,True,2022-12-30
ETERNAL.NS,2021-07-23,2022-12-30,1.437,252,252,0.0,2900110913.493038,59.29999923706055,short_history,False,2022-12-30
FEDERALBNK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1310571289.3788147,135.909423828125,,True,2022-12-30
FORCEMOT.NS,2019-08-19,2022-12-30,3.365,252,252,0.0,38005218.8894043,1375.9205322265625,illiquid,False,2022-12-30
FORTIS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,254187731.04492188,284.007568359375,,True,2022-12-30
GAIL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1216667711.3911057,83.38316345214844,,True,2022-12-30
GLENMARK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,325988161.99009705,421.2737731933594,,True,2022-12-30
GMRAIRPORT.NS,2015-01-01,2022-12-30,7.995,252,251,0.004,363120384.0,39.75,,True,2022-12-30
GODFRYPHLP.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,46108685.89430237,619.8850708007812,illiquid,False,2022-12-30
GODREJCP.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,821015778.5146179,830.272216796875,,True,2022-12-30
GODREJPROP.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,884318069.329956,1218.80859375,,True,2022-12-30
GRASIM.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1292176601.1922607,1689.331787109375,,True,2022-12-30
GVT&D.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,7784236.767036438,114.71800994873047,illiquid,False,2022-12-30
HAL.NS,2018-04-02,2022-12-30,4.745,252,252,0.0,1519071512.008728,1213.7701416015625,,True,2022-12-30
HAVELLS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,928664287.434021,1071.8740234375,,True,2022-12-30
HCLTECH.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3088234214.447754,891.9381713867188,,True,2022-12-30
HDFCAMC.NS,2018-08-06,2022-12-30,4.4,252,252,0.0,598530498.5036011,1004.685546875,,True,2022-12-30
HDFCBANK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,9476137903.019531,770.6668090820312,,True,2022-12-30
HDFCLIFE.NS,2017-11-17,2022-12-30,5.117,252,252,0.0,1676463699.9031372,558.9336547851562,,True,2022-12-30
HEROMOTOCO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1419159674.8015137,2381.92919921875,,True,2022-12-30
HINDALCO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,4247296446.670471,461.7856140136719,,True,2022-12-30
HINDPETRO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,951930892.7545471,135.80430603027344,,True,2022-12-30
HINDUNILVR.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3596598498.8570557,2399.595458984375,,True,2022-12-30
HINDZINC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,178629834.97575378,249.8415985107422,illiquid,False,2022-12-30
ICICIBANK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,9613378393.450317,862.0599365234375,,True,2022-12-30
ICICIGI.NS,2017-09-27,2022-12-30,5.257,252,252,0.0,722972790.887207,1205.6495361328125,,True,2022-12-30
ICICIPRULI.NS,2016-09-29,2022-12-30,6.251,252,252,0.0,634635134.667984,448.228271484375,,True,2022-12-30
IDEA.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1008527094.050014,7.900000095367432,low_price,False,2022-12-30
IDFCFIRSTB.NS,2015-11-06,2022-12-30,7.149,252,250,0.0079,1304501732.9022255,58.436500549316406,,True,2022-12-30
IEX.NS,2017-10-23,2022-12-30,5.185,252,252,0.0,1212296753.9088745,130.68357849121094,,True,2022-12-30
INDHOTEL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1345506916.8068085,314.5302429199219,,True,2022-12-30
INDIANB.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,316374371.73121643,258.3763122558594,,True,2022-12-30
INDIGO.NS,2015-11-10,2022-12-30,7.138,252,252,0.0,1153657450.2827148,2004.3128662109375,,True,2022-12-30
INDUSINDBK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3195074532.2440796,1191.6788330078125,,True,2022-12-30
INDUSTOWER.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,503566273.8343811,183.54248046875,,True,2022-12-30
INFY.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,9160188063.200378,1353.9136962890625,,True,2022-12-30
INOXWIND.NS,2015-04-09,2022-12-30,7.726,252,252,0.0,59285266.17297363,27.137500762939453,illiquid,False,2022-12-30
IOC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1146927008.979023,62.9700927734375,,True,2022-12-30
IREDA.NS,,,0.0,0,0,1.0,0.0,,no_data,False,2022-12-30
IRFC.NS,2021-01-29,2022-12-30,1.916,252,252,0.0,118170877.47292137,30.838977813720703,short_history;illiquid,False,2022-12-30
ITC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3822474660.5641937,273.8475036621094,,True,2022-12-30
JINDALSTEL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,2113305511.9069366,575.41748046875,,True,2022-12-30
JIOFIN.NS,,,0.0,0,0,1.0,0.0,,no_data,False,2022-12-30
JSWENERGY.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,222704580.25,282.3138427734375,illiquid,False,2022-12-30
JSWSTEEL.NS,2015-01-01,2022-12-30,7.995,252,250,0.0079,2155077434.3505554,752.5233154296875,,True,2022-12-30
JUBLFOOD.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1789485588.3969116,506.3957824707031,,True,2022-12-30
KALYANKJIL.NS,2021-03-26,2022-12-30,1.763,252,252,0.0,75956704.64042664,125.52925109863281,short_history;illiquid,False,2022-12-30
KAYNES.NS,2022-11-22,2022-12-30,0.104,29,29,0.0,144618181.5,750.9500122070312,short_history;illiquid,False,2022-12-30
KEI.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,227797204.87609863,1457.3607177734375,illiquid,False,2022-12-30
KFINTECH.NS,2022-12-29,2022-12-30,0.003,2,2,0.0,1607433723.7411041,335.72613525390625,short_history,False,2022-12-30
KOTAKBANK.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,4455220616.181564,363.70159912109375,,True,2022-12-30
KPITTECH.NS,2019-04-22,2022-12-30,3.691,252,252,0.0,739093603.2624512,686.6019287109375,,True,2022-12-30
LAURUSLABS.NS,2016-12-19,2022-12-30,6.029,252,252,0.0,713160435.0391388,371.6474304199219,,True,2022-12-30
LICHSGFIN.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,902802829.9339752,385.8236389160156,,True,2022-12-30
LICI.NS,2022-05-17,2022-12-30,0.621,158,158,0.0,878875410.6279907,325.4765319824219,short_history,False,2022-12-30
LODHA.NS,2021-04-19,2022-12-30,1.697,252,252,0.0,284963457.19000244,540.0527954101562,short_history,False,2022-12-30
LT.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3326662656.4456787,2007.7314453125,,True,2022-12-30
LTF.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,479759366.27905273,82.55144500732422,,True,2022-12-30
LTM.NS,2016-07-21,2022-12-30,6.442,252,250,0.0079,1756688687.2297363,4133.00537109375,,True,2022-12-30
LUPIN.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,736205163.6129456,717.6585083007812,,True,2022-12-30
M&M.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,3110106319.0147095,1204.8248291015625,,True,2022-12-30
MANAPPURAM.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,518409149.0,108.98178100585938,,True,2022-12-30
MANKIND.NS,,,0.0,0,0,1.0,0.0,,no_data,False,2022-12-30
MARICO.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,701659567.8664551,486.41668701171875,,True,2022-12-30
MARUTI.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,4776663564.163086,8069.26953125,,True,2022-12-30
MAXHEALTH.NS,2020-08-21,2022-12-30,2.357,252,252,0.0,439054688.439209,436.7818298339844,short_history,False,2022-12-30
MAZDOCK.NS,2020-10-12,2022-12-30,2.215,252,252,0.0,129863741.7862854,385.3236999511719,short_history;illiquid,False,2022-12-30
MCX.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,436714442.4026489,305.9236145019531,,True,2022-12-30
MFSL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,376715488.97491455,677.5,,True,2022-12-30
MOTHERSON.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,911805923.2019997,48.34745788574219,,True,2022-12-30
MOTILALOFS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,71175997.49801636,667.8176879882812,illiquid,False,2022-12-30
MPHASIS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1168638335.600708,1795.6859130859375,,True,2022-12-30
MUTHOOTFIN.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,727259217.4411621,1004.931396484375,,True,2022-12-30
NAM-INDIA.NS,2017-11-06,2022-12-30,5.147,252,252,0.0,147733419.10125732,224.3721923828125,illiquid,False,2022-12-30
NATIONALUM.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1344071098.631874,67.67955017089844,,True,2022-12-30
NAUKRI.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1554315555.2096558,773.2797241210938,,True,2022-12-30
NBCC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,159159297.9988575,25.135833740234375,illiquid,False,2022-12-30
NESTLEIND.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,999163986.2121582,943.0927124023438,,True,2022-12-30
NHPC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,310498164.07541656,35.61359405517578,,True,2022-12-30
NMDC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1038606604.18713,34.7647705078125,,True,2022-12-30
NTPC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1926179999.749382,149.58401489257812,,True,2022-12-30
NYKAA.NS,2021-11-10,2022-12-30,1.136,252,252,0.0,827685864.7520905,154.85000610351562,short_history,False,2022-12-30
OBEROIRLTY.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,614824748.1203918,850.968505859375,,True,2022-12-30
OFSS.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,243690888.75170898,2553.759521484375,illiquid,False,2022-12-30
OIL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,298754223.0029793,120.60137176513672,,True,2022-12-30
ONGC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,2536517060.027817,122.8907241821289,,True,2022-12-30
PAGEIND.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,793832316.0195312,40621.0859375,,True,2022-12-30
PATANJALI.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,303543095.8535156,386.86376953125,,True,2022-12-30
PAYTM.NS,2021-11-18,2022-12-30,1.114,252,252,0.0,1694868068.1942902,531.0,short_history,False,2022-12-30
PERSISTENT.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,1079042075.371582,1878.7979736328125,,True,2022-12-30
PETRONET.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,371328010.0037842,190.0878448486328,,True,2022-12-30
PFC.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,486588080.3528404,95.83070373535156,,True,2022-12-30
PGEL.NS,2015-01-01,2022-12-30,7.995,252,252,0.0,23864898.139190674,112.50370788574219,illiquid,False,2022-12-30
